psid,study1,scholarshipCondition,gpa1,gpa2,gpa1value,gpa2value,name1,name2,club1,club2,scholarship,Q40,Q102,Q43,Q44,Q45,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q13,Q14,Q103_4,Q42,Q46,Q48,Q50,Q52_1,Q52_2,Q54,Q56,Q58,Q60_1,Q60_2,Q62,Q64,Q66,Q68_1,Q68_2,Q70,Q72,Q74,Q76_1,Q76_2,Q78,Q126,Q72,Q80,Q82,Q84,Q86,Q88,Q90,Q92,Q94,Q96,Q98_1,Q98_2,Q100,Q102,Q104,Q106_1,Q106_2,Q108,Q110,Q112,Q114_1,Q114_2,Q116,Q118,Q120,Q122_1,Q122_2,Q124
EQMtgbNuEMtu5ozEel2Rjg**,1,2,2,2,3.5,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,60,1,6,5,2,2,,2,,9,85,29,56,18,77,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtu7_tld52oRQ**,2,,,,,,,,,,,,1,2,1,52,1,4,7,6,4,3,,,50,47,43,49,44,47,,,,1,1,1,1,10,0,1,1,1,5,5,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtU7zK4IW5p3w**,2,,,,,,,,,,,,1,2,2,17,1,5,5,3,1,,,1,95,20,90,100,30,5,,,,1,1,1,1,10,0,1,1,1,4,6,1,1,1,6,4,1,1,1,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtuAise9F1Bcg**,2,,,,,,,,,,,,1,1,1,6,1,4,2,4,1,,,1,82,33,88,98,17,84,,,,1,1,1,1,5,5,1,1,1,3,7,1,1,1,4,6,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtucrmHWnTISA**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,2,54,1,4,3,6,3,3,,,70,49,49,99,20,100,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtUDaQ5gMzvHA**,2,,,,,,,,,,,,1,1,1,49,1,1,2,3,2,,1,,0,80,70,50,68,75,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtuEaEHP2_a0A**,1,2,2,2,3.5,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,7,69,1,3,6,3,3,3,,,70,20,40,60,5,40,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtuEzfVa_JnMQ**,1,1,2,1,3.5,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,1,11,1,8,5,2,2,,2,,0,29,0,51,40,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtUg5GjlW8atA**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,1,51,1,4,3,2,1,,,1,70,30,70,50,50,50,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtUhkJTofK3vA**,1,1,2,2,3.5,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,4,45,1,3,3,2,2,,2,,5,34,1,24,65,49,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtuiw0gntFZnA**,3,,,,,,,,,,,,1,2,1,59,2,1,7,6,4,3,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,4,1,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtUj5cykNziag**,3,,,,,,,,,,,,1,2,2,40,1,4,4,1,1,,,1,100,14,100,100,14,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,6,4,1,1,1,6,4,1,1,1,5,5,1
EQMtgbNuEMtUlEd9UzoHmg**,3,,,,,,,,,,,,7,1,1,24,1,1,2,2,3,3,,,50,11,28,50,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1
EQMtgbNuEMtULfYQwz7cwA**,2,,,,,,,,,,,,6,2,1,20,1,6,6,5,1,,,1,80,3,84,80,2,10,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtuMerAgzZD3A**,2,,,,,,,,,,,,1,1,1,21,1,5,4,2,2,,2,,1,70,9,100,30,60,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtumZlt4Mlwlw**,3,,,,,,,,,,,,1,2,2,24,2,1,3,3,1,,,1,100,3,75,94,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,10,0,1,1,1,8,2,1,1,1,8,2,1
EQMtgbNuEMtuNfE9BPNT6w**,2,,,,,,,,,,,,1,1,1,53,1,4,5,2,2,,2,,0,84,0,77,52,52,,,,1,1,1,1,10,0,1,1,1,10,0,1,,,,,,1,1,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtUO-Vlo1EY4g**,2,,,,,,,,,,,,1,2,1,18,1,9,6,4,1,,,2,100,0,100,70,0,70,,,,1,1,1,1,8,2,1,1,1,8,2,1,1,1,8,2,1,1,1,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtUOFObVBwcPw**,3,,,,,,,,,,,,1,1,3,14,1,4,5,4,1,,,1,60,38,78,84,23,49,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,6,4,1,1,1,8,2,1,1,1,9,1,1
EQMtgbNuEMtuOLOzftV0Ag**,3,,,,,,,,,,,,1,2,1,47,1,9,6,3,3,1,,,70,26,60,70,0,89,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,2,8,1,1,1,5,5,1,1,1,6,4,1,1,1,7,3,1
EQMtgbNuEMtUOmDuExb-SQ**,2,,,,,,,,,,,,6,2,3,7,1,2,2,1,3,1,,,16,18,11,50,15,54,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,3,7,1,1,1,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtUqmKD228q6w**,3,,,,,,,,,,,,1,1,2,49,1,4,6,4,1,,,1,92,20,80,93,4,51,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,9,1,1,1,1,7,3,1,1,1,8,2,1,1,1,9,1,1
EQMtgbNuEMtUSXWLP9u5yg**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,69,1,6,3,2,2,,1,,0,61,97,53,52,68,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtUtvoGKlwsYQ**,2,,,,,,,,,,,,1,1,1,64,1,4,8,3,2,,1,,7,91,50,85,34,60,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtuUS-SHd0Mkg**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,1,1,42,1,3,3,5,1,,,1,91,1,92,89,0,90,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtUXZRIUFQ-DQ**,2,,,,,,,,,,,,6,2,1,4,1,1,3,5,1,,,1,74,0,80,100,0,18,,,,1,1,1,1,10,0,1,1,1,5,5,1,1,1,10,0,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtuytiaFsZ4gw**,2,,,,,,,,,,,,1,2,1,50,1,2,5,3,1,,,2,100,56,84,87,38,72,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtuznjwgZyBww**,3,,,,,,,,,,,,1,2,1,21,1,9,6,2,2,,1,,0,9,0,0,69,49,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,7,3,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtUZZr-PVO8EA**,3,,,,,,,,,,,,1,2,2,36,1,4,5,3,1,,,1,59,49,49,49,20,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,0,10,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1
EQMtgbNuEMtV04LdoyY3Dw**,3,,,,,,,,,,,,1,1,1,41,1,3,5,4,1,,,2,50,0,61,70,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,8,2,1,1,1,0,10,1,1,1,0,10,1,1,1,0,10,1
EQMtgbNuEMtV1xNROSkDZQ**,2,,,,,,,,,,,,1,2,2,27,1,1,5,6,1,,,2,100,100,50,100,1,5,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,7,3,1,1,1,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtV2dsBQ1AKag**,3,,,,,,,,,,,,3,2,1,19,1,1,2,5,2,,2,,100,85,18,45,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,4,1,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtv4qtX4MgDLw**,3,,,,,,,,,,,,1,2,1,42,1,1,2,2,2,,1,,3,49,4,70,70,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtv5HOySqpemQ**,3,,,,,,,,,,,,1,2,1,42,1,1,5,3,3,1,,,39,25,49,85,58,53,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1
EQMtgbNuEMtv601kiK5yYA**,3,,,,,,,,,,,,7,2,1,21,1,2,2,3,4,3,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtV6nhWIlZ5oA**,2,,,,,,,,,,,,6,2,1,3,1,6,3,6,3,2,,,14,30,19,85,40,78,,,,1,1,1,1,4,6,1,1,1,4,6,1,1,1,2,8,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtv9eIBnPV06A**,2,,,,,,,,,,,,7,2,1,8,1,2,3,6,3,1,,,42,31,47,100,0,74,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtvddvYOk326A**,3,,,,,,,,,,,,7,2,1,29,1,2,2,2,4,3,,,0,0,0,92,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,10,0,1,1,1,3,7,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtVDNNBR9DSww**,2,,,,,,,,,,,,1,2,2,10,1,3,2,3,1,,,2,87,64,80,100,90,74,,,,1,1,1,1,10,0,1,1,1,7,3,1,1,1,10,0,1,1,1,9,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtVdTXeD1nKCQ**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,3,27,1,4,4,2,1,,,2,99,1,78,68,39,28,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtvfwGzpLo7Lg**,1,1,2,1,3.5,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,5,1,1,10,1,9,5,3,4,1,,,95,2,64,49,5,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtvGXDxLAfOUA**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,1,37,1,1,5,6,4,3,,,0,27,0,1,69,68,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtvIbIakptNBQ**,2,,,,,,,,,,,,7,1,1,64,1,1,5,2,4,2,,,5,42,11,51,82,51,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtVk4lkltRujA**,1,1,2,2,3.5,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,3,2,1,45,1,4,5,4,1,,,1,81,20,91,91,2,82,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtVKSC435r2zQ**,2,,,,,,,,,,,,1,1,2,34,1,4,3,3,1,,,1,50,10,38,60,0,0,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtvkT2-uhW3Kw**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,1,42,1,2,4,6,1,,,2,59,50,54,53,30,32,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtVLEOeA8zI0w**,3,,,,,,,,,,,,5,1,4,53,1,3,4,1,1,,,1,54,4,90,93,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,8,2,1,1,1,5,5,1,1,1,9,1,1,1,1,7,3,1
EQMtgbNuEMtVmIZ4PEWkpA**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,2,4,8,1,1,2,6,4,,,,50,50,50,50,50,50,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtvMLRFjECQ9w**,2,,,,,,,,,,,,5,1,1,29,1,1,3,6,4,3,,,8,8,9,29,90,80,,,,1,1,1,1,10,0,1,1,1,8,2,1,1,1,9,1,1,1,1,9,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtvnDz2qP4Ytw**,2,,,,,,,,,,,,1,2,1,38,1,1,2,1,4,2,,,18,56,28,61,77,71,,,,1,1,1,1,5,5,1,1,1,7,3,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtvnMoX1G9qoQ**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,2,50,1,2,6,4,1,,,1,99,30,81,70,19,50,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtvOyneMDw7vw**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,48,1,4,4,1,2,,2,,27,46,22,46,7,51,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtvPSsk5PwLJA**,2,,,,,,,,,,,,6,1,4,5,2,1,5,4,1,,,2,66,5,100,16,25,35,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtvQFqsLf8fdQ**,3,,,,,,,,,,,,1,1,1,28,1,9,5,2,2,,1,,7,80,42,3,79,54,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,1,1,1,8,2,1,1,1,3,7,1,1,1,9,1,1,1,1,4,6,1
EQMtgbNuEMtvrHc3lWBEEw**,3,,,,,,,,,,,,1,1,3,11,1,2,2,3,1,,,1,100,1,100,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,4,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1
EQMtgbNuEMtvRK8BqAPEvg**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,2,41,2,1,3,4,1,,,1,100,2,100,100,1,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtVrUtikODM-w**,3,,,,,,,,,,,,6,1,1,8,1,6,8,4,3,3,,,8,7,8,11,13,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,10,0,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtVRxEhDb3-fQ**,3,,,,,,,,,,,,1,1,1,63,1,2,5,3,2,,2,,18,70,29,42,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtvrxGWczZ-og**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,1,40,1,4,2,2,3,1,,,82,3,4,29,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtVSZhL-CrWew**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,3,2,4,26,1,2,4,6,3,1,,,49,49,50,50,50,50,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtVvCPjGGFCKg**,2,,,,,,,,,,,,1,1,1,36,1,7,3,4,1,,,2,60,6,13,26,16,16,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtvXgBm4dt4qg**,3,,,,,,,,,,,,1,2,1,30,1,6,2,3,2,,2,,5,62,9,72,54,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,6,4,1,1,1,6,4,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtVYMbytzvtJQ**,1,2,2,1,3.5,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,2,48,1,2,4,3,1,,,1,100,0,48,99,0,51,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtVzAojGNW2pA**,,,,,,,,,,,,,1,2,2,30,1,2,5,4,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtvzgN4jjHdSg**,2,,,,,,,,,,,,1,2,3,43,1,1,2,3,1,,,1,100,10,94,100,5,20,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtw-RImWCPdYw**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,6,1,1,5,1,9,3,4,3,3,,,87,5,62,92,4,100,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtw0mIBmPIzRA**,3,,,,,,,,,,,,1,2,2,37,1,2,4,3,1,,,1,100,0,95,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtw0Nifrd9x3g**,3,,,,,,,,,,,,7,1,1,30,1,6,5,4,1,,,2,90,40,77,55,17,59,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,3,7,1,1,1,1,9,1,1,1,2,8,1,1,1,8,2,1
EQMtgbNuEMtw1Nc9DaqyAA**,2,,,,,,,,,,,,1,1,1,47,1,2,2,3,1,,,1,76,1,51,56,1,34,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtw2SrhKdB6sA**,2,,,,,,,,,,,,1,1,2,21,1,1,3,5,3,3,,,100,7,100,10,100,5,,,,1,1,1,1,5,5,1,1,1,7,3,1,1,1,10,0,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtWCdgMX7ztiA**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,7,1,4,23,1,1,4,2,1,,,2,100,0,100,51,0,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtWEfK8UmakZg**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,2,1,1,13,1,4,5,4,1,,,2,85,20,75,50,0,70,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtWFOvzriP2Kw**,3,,,,,,,,,,,,1,2,1,46,1,1,2,2,2,,1,,1,92,3,26,36,48,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,2,1,1,1,9,1,1,1,1,10,0,1,1,1,6,4,1,1,1,5,5,1
EQMtgbNuEMtwgdV87snFKw**,,,,,,,,,,,,,7,2,3,14,1,1,4,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtwgvzyjMNH5g**,3,,,,,,,,,,,,1,2,2,24,1,1,3,3,1,,,1,100,57,100,100,26,89,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1
EQMtgbNuEMtWgwM6KZTjwQ**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,1,56,1,9,5,2,3,2,,,0,40,10,67,95,90,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtwHreDB5eFTw**,2,,,,,,,,,,,,1,2,1,51,1,9,5,3,3,1,,,87,5,39,100,13,98,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtwIKnQgpPd8g**,2,,,,,,,,,,,,7,1,1,19,1,1,4,6,1,,,1,65,29,40,9,60,30,,,,1,1,1,1,6,4,1,1,1,5,5,1,1,1,10,0,1,1,1,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtwIP2qn31msQ**,,,,,,,,,,,,,7,2,7,48,1,2,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtwJuWr_ptPOA**,2,,,,,,,,,,,,7,2,1,57,1,5,4,3,3,3,,,6,45,14,58,19,69,,,,1,1,1,1,6,4,1,1,1,6,4,1,1,1,6,4,1,1,1,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtwkF65BW7InQ**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,5,2,4,2,2,9,2,4,3,3,,,85,40,60,38,59,80,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtWl2pHrdfMaw**,3,,,,,,,,,,,,7,1,2,16,1,1,3,6,3,3,,,60,51,50,97,49,48,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1
EQMtgbNuEMtwOYqBBEyMrg**,3,,,,,,,,,,,,7,1,1,32,1,2,4,3,2,,2,,31,53,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,10,0,1,1,1,0,10,1,1,1,10,0,1,1,1,10,0,1
EQMtgbNuEMtWQ1GAvVVmyQ**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,16,1,7,6,3,2,,2,,71,56,55,56,48,56,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtwqFXZ1C_nJw**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,1,51,1,5,3,3,3,2,,,20,40,30,60,0,51,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtWQL-Av_SOHQ**,1,2,2,2,3.5,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,1,1,34,2,6,5,5,1,,,1,100,0,100,50,0,50,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtWs1eQbyaw4A**,2,,,,,,,,,,,,1,2,2,24,1,8,6,2,3,2,,,75,63,53,80,30,79,,,,1,1,1,1,6,4,1,1,1,7,3,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
