psid,study1,scholarshipCondition,gpa1,gpa2,gpa1value,gpa2value,name1,name2,club1,club2,scholarship,Q40,Q102,Q43,Q44,Q45,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q13,Q14,Q103_4,Q42,Q46,Q48,Q50,Q52_1,Q52_2,Q54,Q56,Q58,Q60_1,Q60_2,Q62,Q64,Q66,Q68_1,Q68_2,Q70,Q72,Q74,Q76_1,Q76_2,Q78,Q126,Q72,Q80,Q82,Q84,Q86,Q88,Q90,Q92,Q94,Q96,Q98_1,Q98_2,Q100,Q102,Q104,Q106_1,Q106_2,Q108,Q110,Q112,Q114_1,Q114_2,Q116,Q118,Q120,Q122_1,Q122_2,Q124
EQMtgbNuEMtr32YQc6EUFw**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,7,1,1,41,2,1,1,3,3,3,,,50,55,45,51,49,63,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtR4Z97jIgmzA**,2,,,,,,,,,,,,7,2,1,25,1,1,5,6,2,,2,,9,61,9,100,19,21,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtr75rBKZqzlw**,2,,,,,,,,,,,,7,1,2,19,1,7,4,2,3,1,,,91,18,50,100,0,80,,,,1,1,1,1,6,4,1,1,1,5,5,1,1,1,7,3,1,1,1,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtR8tG_xUApbA**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,4,47,1,1,5,2,1,,,2,51,41,71,42,42,41,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtR9C1ayKfzkg**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,1,42,1,9,5,5,3,1,,,72,35,60,71,8,61,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtR9iLUILgMKg**,3,,,,,,,,,,,,7,1,3,37,2,1,2,4,3,3,,,71,30,30,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtRbHIhvhSB7w**,2,,,,,,,,,,,,1,1,1,45,1,3,3,3,1,,,2,19,51,50,70,9,51,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtRdnc1-cOfNg**,,,,,,,,,,,,,1,1,3,17,2,2,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtREsqtx6dIyA**,,,,,,,,,,,,,1,1,2,7,1,2,2,4,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtrhBtc_c4Imw**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,7,1,2,36,1,7,2,2,1,,,1,100,1,65,92,49,61,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtrIL89Mbxt3g**,1,2,2,2,3.5,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,2,15,1,7,7,3,2,,2,,97,0,36,21,0,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtRJPgFFPyeZg**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,6,2,1,43,1,3,3,2,2,,2,,28,61,49,29,40,44,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtrOFcr1HZW-g**,3,,,,,,,,,,,,1,1,2,53,1,1,2,3,1,,,1,81,51,71,96,54,80,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtRpAUwcc_gfg**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,40,1,5,5,2,2,,1,,0,91,28,59,64,62,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtRpNVfulDgdg**,2,,,,,,,,,,,,1,2,2,37,1,5,3,5,1,,,1,100,3,100,100,1,35,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtrsrOdZYEH4w**,2,,,,,,,,,,,,1,1,1,42,1,1,4,3,3,3,,,1,1,1,6,3,76,,,,1,1,1,1,9,1,1,1,1,9,1,1,1,1,7,3,1,1,1,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtRvZd5zl310g**,2,,,,,,,,,,,,7,2,2,20,1,6,2,3,1,,,1,95,11,95,95,10,11,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtRWkXuMj-O2g**,3,,,,,,,,,,,,6,1,3,27,1,2,3,3,3,3,,,61,19,30,81,9,81,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtryALUVELFPw**,2,,,,,,,,,,,,7,2,4,19,2,1,2,6,1,,,2,39,42,24,31,44,20,,,,1,1,1,1,8,2,1,1,1,7,3,1,1,1,8,2,1,1,1,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtRZFa82lov8w**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,2,25,1,8,5,3,1,,,2,70,9,50,80,4,29,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtRzHQfZSnYsw**,2,,,,,,,,,,,,1,2,3,2,1,1,3,4,1,,,1,75,21,67,50,50,65,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtrzo720aTkZA**,2,,,,,,,,,,,,1,2,1,54,1,1,3,3,3,3,,,61,29,26,66,18,32,,,,1,1,1,1,7,3,1,1,1,6,4,1,1,1,7,3,1,1,1,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMts3fCXbKu4Cw**,,,,,,,,,,,,,1,1,7,65,1,2,3,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtS6cGkx3_BVw**,2,,,,,,,,,,,,1,1,1,58,1,5,5,1,2,,1,,1,99,0,49,98,50,,,,1,1,1,1,5,5,1,1,1,10,0,1,1,1,2,8,1,1,1,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMts6d85y4vPNw**,1,1,2,1,3.5,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,7,2,2,13,1,2,2,6,1,,,1,100,10,94,95,11,9,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMts6mNTZF3Q1g**,3,,,,,,,,,,,,7,1,2,44,1,1,2,2,1,,,1,91,79,91,51,51,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,0,10,1,1,1,0,10,1,1,1,5,5,1,1,1,10,0,1
EQMtgbNuEMtsaiI0izzXrA**,3,,,,,,,,,,,,7,2,1,53,1,2,1,2,1,,,2,100,99,99,99,99,98,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtSaJGmuSKphQ**,2,,,,,,,,,,,,1,2,3,36,1,3,6,5,1,,,1,100,0,97,97,4,9,,,,1,1,1,1,10,0,1,1,1,5,5,1,1,1,10,0,1,1,1,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtsaMVsieywxA**,3,,,,,,,,,,,,7,2,7,21,1,1,7,3,1,,,2,100,3,78,88,3,51,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtsfToL71OoRw**,2,,,,,,,,,,,,1,2,1,21,1,2,2,6,1,,,2,70,50,71,70,17,88,,,,1,1,1,1,6,4,1,1,1,5,5,1,1,1,7,3,1,1,1,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtsFV8neGOKjg**,2,,,,,,,,,,,,1,2,2,9,1,1,2,6,1,,,1,93,11,100,81,25,48,,,,1,1,1,1,7,3,1,1,1,8,2,1,1,1,8,2,1,1,1,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtSfxX7U6YZSQ**,3,,,,,,,,,,,,1,2,4,12,1,9,5,1,2,,1,,99,96,98,100,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,1,1,1,1,3,7,1,1,1,6,4,1,1,1,8,2,1,1,1,6,4,1
EQMtgbNuEMtsgJWhXKd74Q**,2,,,,,,,,,,,,1,1,1,66,1,1,3,2,2,,1,,1,63,9,51,51,51,,,,1,1,1,1,8,2,1,1,1,7,3,1,1,1,6,4,1,1,1,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtSH57grfR8Sw**,3,,,,,,,,,,,,1,2,2,67,1,1,3,1,1,,,1,100,28,100,100,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,4,1,1,1,10,0,1,1,1,8,2,1,,,,,,,,,,
EQMtgbNuEMtsj_CCDJUYcg**,,,,,,,,,,,,,7,2,7,34,1,3,5,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtsJ6Amnja1HA**,3,,,,,,,,,,,,2,1,1,24,2,9,6,2,2,,2,,9,76,10,92,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,8,2,1,1,1,6,4,1,1,1,6,4,1
EQMtgbNuEMtSkQE063IE4g**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,6,1,2,39,1,3,2,3,4,3,,,91,50,44,100,24,49,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtSle7Tc2bv8w**,3,,,,,,,,,,,,1,1,2,5,1,3,3,4,1,,,1,100,0,100,100,50,84,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,8,2,1,1,1,3,7,1,1,1,6,4,1,1,1,5,5,1
EQMtgbNuEMtsnKDzqrtuMQ**,3,,,,,,,,,,,,1,2,4,12,1,9,2,3,1,,,2,100,51,100,66,70,81,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,1,1,1,9,1,1,1,1,5,5,1,1,1,7,3,1,1,1,4,6,1
EQMtgbNuEMtsOIgGYJLGpg**,1,2,2,1,3.5,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,1,53,1,5,3,2,3,2,,,5,65,6,63,48,65,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtsOTfWnisCAg**,3,,,,,,,,,,,,1,1,1,43,1,3,3,2,3,,,,2,61,3,51,63,75,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,2,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtsQAle99eBWg**,3,,,,,,,,,,,,7,2,1,12,1,2,3,3,3,3,,,0,0,0,100,49,100,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtsQRC76oemOg**,3,,,,,,,,,,,,7,1,2,31,1,4,3,3,1,,,1,100,2,95,98,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtSraASU2zwig**,3,,,,,,,,,,,,7,2,1,47,1,4,3,2,3,2,,,2,94,3,87,92,90,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,6,4,1,1,1,4,6,1,1,1,5,5,1
EQMtgbNuEMtSRcpOaRtHrA**,,,,,,,,,,,,,1,2,4,24,1,1,5,4,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtSRvXNcfxVyg**,1,1,2,2,3.5,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,1,52,1,2,5,3,2,,1,,0,81,39,90,90,80,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtSRwdqYMk19g**,3,,,,,,,,,,,,2,1,1,56,1,9,8,3,3,3,,,9,4,9,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,10,0,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,1
EQMtgbNuEMtSsL676Ndkow**,,,,,,,,,,,,,1,2,2,49,1,2,5,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtStmRStRzovA**,3,,,,,,,,,,,,1,2,1,16,1,8,6,2,2,,1,,0,75,7,100,100,89,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,4,1,1,1,7,3,1,1,1,7,3,1,1,1,6,4,1,1,1,7,3,1
EQMtgbNuEMtsUuir4_077Q**,,,,,,,,,,,,,7,2,3,37,2,1,4,4,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtSy3tWN1qJCA**,2,,,,,,,,,,,,1,2,1,10,1,3,5,2,2,,2,,20,55,25,70,20,65,,,,1,1,1,1,6,4,1,1,1,6,4,1,1,1,6,4,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtSyeAZ6Qy3DQ**,3,,,,,,,,,,,,3,1,2,12,1,7,6,4,2,,1,,12,59,32,13,41,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtsylhA1nbFaw**,3,,,,,,,,,,,,1,2,2,31,1,3,5,1,1,,,1,70,30,69,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,2,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1
EQMtgbNuEMtSYUa8_spbog**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,5,2,3,4,1,1,3,4,1,,,1,86,28,93,93,50,50,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtT_3BM4vnESg**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,5,1,1,3,1,1,3,6,3,3,,,1,1,1,91,1,50,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtT-vcyKU_j2Q**,2,,,,,,,,,,,,1,2,2,30,1,1,5,3,2,,2,,39,51,35,62,52,29,,,,1,1,1,1,7,3,1,1,1,5,5,1,1,1,9,1,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtT2TDMwt8OLw**,2,,,,,,,,,,,,6,2,1,24,1,6,2,3,3,3,,,3,3,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtT4pHvufDDZg**,3,,,,,,,,,,,,1,2,4,4,1,1,3,4,1,,,2,78,39,79,81,55,49,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1
EQMtgbNuEMtT6XZv2nLrsg**,1,2,2,1,3.5,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,30,1,9,5,3,3,3,,,49,49,49,49,48,49,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtt9bc4pPHtlw**,3,,,,,,,,,,,,7,1,4,36,1,1,3,6,3,3,,,60,10,30,50,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,6,4,1,1,1,4,6,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtTc9_S1AqZ0g**,1,2,2,1,3.5,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,37,1,1,3,3,2,,1,,25,70,10,40,80,95,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMttCRXpJkv0SQ**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,1,32,1,2,3,1,2,,1,,5,95,4,4,94,6,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtTDxpuC_pO-g**,3,,,,,,,,,,,,1,2,3,5,2,1,2,6,4,3,,,1,1,6,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,1,1,1,0,10,1,1,1,10,0,1,1,1,0,10,1,1,1,10,0,1
EQMtgbNuEMttEecVrXq6WA**,1,1,2,1,3.5,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,7,1,1,55,1,4,5,4,1,,,1,100,28,83,100,5,80,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtTEfjGRdhH6A**,2,,,,,,,,,,,,7,2,1,55,1,9,4,4,3,1,,,80,10,60,99,1,51,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtTFj9u9swI-g**,1,2,2,1,3.5,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,2,50,1,8,4,4,1,,,1,86,19,77,76,6,10,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMttfrfrCUB8gQ**,2,,,,,,,,,,,,6,2,1,16,1,5,4,3,3,3,,,40,50,40,92,50,91,,,,1,1,1,1,0,10,1,1,1,0,10,1,1,1,0,10,1,1,1,0,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtThvw_E64Isg**,3,,,,,,,,,,,,1,2,2,3,1,3,2,4,1,,,1,84,52,75,72,40,93,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,6,4,1,1,1,4,6,1,1,1,2,8,1,1,1,5,5,1
EQMtgbNuEMtTIJC05e3Zqg**,3,,,,,,,,,,,,1,1,2,52,1,1,2,4,1,,,1,96,24,91,80,14,100,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,3,7,1,1,1,3,7,1,1,1,7,3,1,1,1,7,3,1
EQMtgbNuEMtTirLqXEX-yw**,2,,,,,,,,,,,,1,2,1,18,1,9,4,3,2,,2,,32,84,78,68,85,80,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMttmbQeQDCBFg**,3,,,,,,,,,,,,1,1,1,34,1,3,3,2,1,,,2,89,43,77,51,44,49,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,0,10,1,1,1,10,0,1,1,1,5,5,1,1,1,2,8,1
EQMtgbNuEMtTN3SlbmeeRw**,2,,,,,,,,,,,,7,2,2,49,1,1,3,4,1,,,1,85,34,88,75,7,34,,,,1,1,1,1,10,0,1,1,1,7,3,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtTohlAjYMj-Q**,3,,,,,,,,,,,,1,2,2,21,1,3,3,6,4,3,,,100,53,54,100,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,4,1,1,1,7,3,1,1,1,10,0,1,1,1,6,4,1,1,1,5,5,1
EQMtgbNuEMtTPegae-lSCA**,3,,,,,,,,,,,,7,1,1,35,1,5,6,4,4,1,,,82,0,80,75,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtTqI41N67rEA**,1,1,2,2,3.5,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,1,50,1,1,6,1,2,,1,,1,84,15,65,86,79,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMttr3vtmqkW_A**,3,,,,,,,,,,,,7,2,4,6,1,2,5,3,3,1,,,35,20,40,90,3,61,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,8,2,1,1,1,5,5,1,1,1,0,10,1
EQMtgbNuEMttRlcGbEx5DQ**,2,,,,,,,,,,,,1,1,1,54,1,1,3,3,3,2,,,0,70,29,50,30,30,,,,1,1,1,1,9,1,1,1,1,10,0,1,1,1,9,1,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtTRtJZNz0Keg**,,,,,,,,,,,,,1,2,2,40,1,4,3,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtTsGYAvxfXcA**,3,,,,,,,,,,,,1,2,2,45,1,3,2,2,1,,,1,8,9,100,100,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,5,5,1,1,1,0,10,1,1,1,0,10,1,1,1,10,0,1
EQMtgbNuEMtTt7yr5O4ZrQ**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,6,2,3,6,1,6,3,3,1,,,2,73,37,65,77,50,51,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMttU6Efoqgu-g**,1,2,2,1,3.5,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,2,2,34,1,1,2,3,1,,,2,80,0,81,74,50,40,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtTw48oq1D_qg**,2,,,,,,,,,,,,1,2,3,32,2,7,5,3,1,,,2,89,73,78,88,57,49,,,,1,1,1,1,6,4,1,1,1,8,2,1,1,1,6,4,1,1,1,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtTwLEToxDFKg**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,3,1,4,2,3,3,3,,,20,18,35,49,62,29,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMttymYnR1pl0Q**,3,,,,,,,,,,,,2,2,5,10,1,4,2,2,1,,,1,100,28,60,16,32,49,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,2,1,1,1,8,2,1,,,,,,,,,,,,,,,
EQMtgbNuEMttZG3j6SAYNw**,2,,,,,,,,,,,,7,2,4,9,2,1,5,6,3,3,,,49,50,50,50,50,50,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtTZKXphSBTPQ**,3,,,,,,,,,,,,1,2,1,40,1,9,5,4,1,,,2,92,10,51,50,11,66,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,4,1,1,1,9,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtU-UMx18FIWw**,2,,,,,,,,,,,,2,2,1,51,1,1,6,2,3,3,,,85,0,62,64,0,73,,,,1,1,1,1,8,2,1,1,1,6,4,1,1,1,6,4,1,1,1,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtu3PlYMrJDtA**,2,,,,,,,,,,,,1,2,1,58,1,4,2,2,2,,2,,45,45,45,91,45,46,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtU5ba24w05Jw**,2,,,,,,,,,,,,1,2,1,29,1,5,6,2,2,,2,,20,47,34,69,40,69,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
